1- Query

id,degree_id,name,surname,date_of_birth,fiscal_code,enrolment_date,registration_number,email
747,42,"non voluptatibus quia","Fugiat possimus placeat tenetur. Perferendis vel sed consequatur excepturi sit rerum. Ex eos consequatur qui veniam reprehenderit commodi.","II semestre",2,13,NULL
748,42,"nam aut reprehenderit","Magnam tempora voluptatem nemo blanditiis beatae voluptas eaque. Voluptatum explicabo magnam nostrum ut. Necessitatibus vel quo non modi quo eius ut.","II semestre",2,12,www.nihil.uni.it
750,42,"totam expedita vel","Ut magni fugit eaque sed. Necessitatibus ea aut quia ea illum harum quia est. At qui nam quia aperiam. Vitae natus sit vero blanditiis minima molestiae accusantium.","I semestre",3,14,NULL
754,42,"unde veritatis a","Iusto ab animi officia voluptatem possimus fuga officia. Placeat rerum voluptas aut et accusamus sed aut laudantium. Qui voluptatem qui eveniet repellat beatae nam.","II semestre",3,12,NULL
755,42,"quaerat id possimus","Cumque autem labore ut omnis voluptates deleniti quas. Fugit mollitia et quasi voluptatem voluptate amet. At quo similique asperiores suscipit velit ipsum dolorem et.","II semestre",3,11,www.est.uni.it
756,42,"quidem ipsa laborum","Ab quia velit qui sint nihil ut et. Velit accusantium voluptas sint nulla odit. Est aliquid natus autem impedit. Assumenda sit aut autem quas. Et ut reiciendis et possimus quis occaecati.","II semestre",3,15,www.voluptatem.uni.it
757,43,"illum est ea","Ducimus sint eveniet quam molestiae et. Quia blanditiis natus dolorum quisquam et a. Qui nobis ut illo culpa voluptatem. Voluptatem omnis voluptatibus et cupiditate illum quibusdam.","I semestre",1,11,NULL
762,43,"natus dolores mollitia","Rerum voluptatem earum voluptatum at molestiae sunt voluptates cumque. Sequi delectus omnis facere et amet et ex eum. Quidem quo voluptatibus labore non dolore.","II semestre",1,14,NULL
773,43,"omnis voluptas molestias","Omnis quia nulla voluptates dolore. Eveniet facere quo vel quo maxime necessitatibus. Nisi accusantium omnis ut nulla aut. Quia est sapiente numquam necessitatibus sint.","I semestre",3,14,NULL
777,43,"tenetur est et","Veritatis nisi tenetur ea sint soluta veniam sint. Voluptatum quas vel et. Rem magni dolores et ratione. Non reprehenderit suscipit delectus qui.","II semestre",3,14,www.earum.uni.it
778,43,"voluptas exercitationem voluptates","In quia itaque ad. Enim officia aperiam consectetur dolore accusamus quam. Dolor autem tenetur reprehenderit sed quia voluptatem sed.","II semestre",3,14,www.in.uni.it
781,44,"magni in perferendis","Repudiandae et aut non et sit nesciunt est enim. Totam cumque eum velit odio aliquid. Repellendus nam eaque fuga eos maxime necessitatibus. Ut voluptates sit laboriosam.","I semestre",1,11,NULL
782,44,"enim odit debitis","Laudantium occaecati eveniet error consequuntur eveniet ipsa. Velit quia voluptates vero dolor et qui. Sint ut ut minima explicabo deleniti quia sed.","I semestre",1,15,www.excepturi.uni.it
784,44,"sed nostrum consequuntur","Ad labore ut voluptatum ea repellat perspiciatis. Minima voluptatem maiores et in itaque. Aut quia maiores odit est dolorum. Voluptas neque sed quia repellendus.","I semestre",1,15,www.adipisci.uni.it
786,44,"non dolorem sequi","Non et sed ex et et laborum velit. Voluptas adipisci id rem dignissimos perferendis similique. Voluptas inventore explicabo labore mollitia.","II semestre",1,13,NULL
788,44,"rerum cupiditate tempore","Fuga voluptas quis sapiente quo at dolor. Deserunt est quod ea aut est molestiae nihil. Maxime omnis velit sed aliquam distinctio. Officiis aspernatur quaerat omnis alias illo beatae.","II semestre",1,13,www.enim.uni.it
791,44,"sunt qui mollitia","Sed dolor necessitatibus veniam qui similique quis. Voluptate perferendis enim nesciunt id similique voluptas mollitia nihil. Molestias aliquid voluptas qui ab.","I semestre",2,11,www.aliquam.uni.it
794,44,"animi nihil aliquam","Dolor dolorem autem nemo quibusdam beatae voluptates sunt iure. Officiis quidem itaque ab quia blanditiis dolores sapiente. Quis cumque fuga magni placeat quaerat.","II semestre",2,12,NULL
800,45,"commodi praesentium repudiandae","Rerum odio occaecati similique. Commodi cumque voluptas veritatis. Labore repellendus a eius debitis aut non. Officiis quo necessitatibus maiores cumque ducimus tenetur provident.","I semestre",1,13,www.cupiditate.uni.it
810,45,"sint explicabo quae","Excepturi iste corrupti molestiae consequatur similique et quis. Excepturi suscipit sit est aspernatur similique. Harum tenetur qui ipsam.","I semestre",3,12,NULL
812,45,"quidem provident praesentium","Dignissimos earum et reprehenderit nam tenetur iure. Omnis non qui ut sint. Maiores recusandae dolores distinctio nesciunt ipsum deserunt saepe. Perferendis enim similique aliquam.","I semestre",3,12,www.nam.uni.it
813,45,"rerum dignissimos et","Optio minima tempora aut mollitia velit. Magni asperiores et beatae vel. Laborum quia omnis laborum beatae autem. Vero consequuntur ipsam voluptatibus ut blanditiis beatae est.","I semestre",3,15,NULL
814,45,"architecto eligendi consequatur","Dolorum molestiae qui voluptas distinctio veritatis repellat architecto. Aut eos tempore ipsam numquam. Impedit eum nobis totam et nihil.","II semestre",3,13,www.natus.uni.it
816,45,"ea enim adipisci","Voluptates perferendis dolores ex aut. Voluptas cupiditate non doloribus. Dolores et sed sint omnis odit a eveniet reprehenderit. Et non cum molestias corrupti quam pariatur.","II semestre",3,13,NULL
819,46,"dolorum quos eum","Voluptatem corrupti dolores accusantium voluptatum vel repudiandae. Ea animi et temporibus sit eius est et omnis. Ab corporis natus culpa dolorem. Et non non distinctio.","I semestre",1,13,www.ut.uni.it
821,46,"aut reprehenderit deleniti","Dolor est animi sunt. Esse quam reprehenderit officia odit est nesciunt. Laborum autem odio pariatur numquam recusandae.","II semestre",1,12,www.inventore.uni.it
822,46,"iure qui et","Consequuntur sunt dolor hic veniam ut esse. Ut nulla nisi ducimus sunt eveniet. Ut aut aut eos nulla. Animi iure debitis rem dolor reprehenderit magnam.","II semestre",1,13,www.ut.uni.it
824,46,"commodi sint fugit","Ipsum inventore nisi pariatur voluptatem adipisci nostrum blanditiis vitae. Numquam temporibus temporibus illo quo culpa.","II semestre",1,11,www.maiores.uni.it
826,46,"aspernatur fugiat reprehenderit","Dolore adipisci ab id et corrupti ut. Mollitia aliquid voluptatum corrupti. Est incidunt consectetur adipisci ea ipsa. Natus nobis ea eos earum at voluptas rerum.","I semestre",2,12,NULL
829,46,"odit odio veniam","Qui est deserunt aspernatur. At quod aut dolorem non. Vitae ad optio earum voluptatum ratione illo in. Quod nihil quidem amet autem. Quasi nulla praesentium repudiandae ut quod sed ullam.","II semestre",2,12,www.incidunt.uni.it
835,46,"magnam quis dolore","Illo voluptatem ut consequuntur fugit ad. Et voluptatem qui doloremque sed sequi possimus harum. Doloremque earum consectetur et distinctio cupiditate eos.","II semestre",3,14,NULL
837,47,"labore tempora odit","Rerum eaque id quas quas et sint tempora. Molestiae suscipit fugiat impedit tenetur in. Ipsa sit pariatur ipsa incidunt quae. Non maxime quo est et.","I semestre",1,11,NULL
843,47,"qui nemo ad","Molestias sint quos necessitatibus blanditiis. Et dolorem alias numquam dicta sint et esse. Sunt harum rerum sunt nemo. Placeat voluptate nulla sit minus fuga beatae id.","II semestre",1,13,www.non.uni.it
846,47,"quaerat accusamus eos","Sequi repellendus natus error quas eius. Rerum ut error rerum optio. Dolores amet est similique repellendus voluptates nihil iste. Quaerat laboriosam est rerum dolor molestiae ratione.","I semestre",2,11,www.fugiat.uni.it
847,47,"qui quis quam","Vero laboriosam ab impedit fugiat at labore nisi. Officiis asperiores sunt qui illo tempora. Numquam ut vero consequatur esse. Aut ullam blanditiis expedita dolorem error velit.","I semestre",2,14,www.excepturi.uni.it
848,47,"neque architecto est","Aut nostrum modi aut dolorum. Beatae dicta vero culpa dolorum consequuntur ut. Molestiae nulla in ut distinctio. Quia dolore suscipit quae et qui.","I semestre",2,11,NULL
849,47,"sapiente saepe porro","Tempore alias ipsam porro atque voluptatem quo. Corporis eos dolor et quasi vitae modi eos. Velit necessitatibus tempora nobis placeat nostrum est. Dolorum voluptatibus quia praesentium.","II semestre",2,12,www.laudantium.uni.it
855,47,"exercitationem explicabo fuga","Odio libero unde dolores. Numquam vel et aut officiis. Nulla veniam sapiente nostrum aut hic. Eveniet incidunt reiciendis natus possimus.","II semestre",3,12,NULL
856,47,"voluptatem aliquam nam","Hic maiores libero voluptas adipisci. Numquam quia hic eveniet laborum. Distinctio ducimus vero et eum. Placeat doloribus maxime et eos qui nostrum.","II semestre",3,13,NULL
858,48,"voluptatem consectetur voluptas","Illo itaque maxime provident asperiores qui. Fuga quo non sit quo. Perspiciatis illum aliquam molestiae.","I semestre",1,13,www.eligendi.uni.it
861,48,"dolorem nemo rem","Sint et eum amet recusandae eos earum dolor. Odit laborum tempora rerum ut consequatur. Porro consequatur dignissimos dolor nesciunt voluptatem.","II semestre",1,14,www.odio.uni.it
862,48,"minima aliquam numquam","Suscipit ducimus quia nostrum vel ut voluptatem. Voluptatem incidunt voluptates laborum. Velit in magni praesentium perferendis vel odit ut.","II semestre",1,12,www.explicabo.uni.it
863,48,"tempora laboriosam iusto","Magni eveniet accusantium quis sit nihil sit. Veniam cumque itaque rerum ut architecto. Omnis aliquid fugit et nesciunt et sint qui. Beatae non ut debitis labore rerum quo totam.","I semestre",2,13,NULL
868,48,"enim id deserunt","Quos earum quidem sed molestiae quam aspernatur cumque et. Cum eum in quam esse quasi harum illo voluptatem.","II semestre",2,12,NULL
873,48,"molestiae incidunt facilis","Ad et quia optio deleniti. Explicabo corporis quis ipsam quia rem illo.","I semestre",3,11,www.autem.uni.it
875,48,"commodi suscipit perspiciatis","Suscipit iure saepe est rerum dolor repudiandae. Debitis atque voluptatem omnis cupiditate. Fugit officia veritatis et voluptates similique nemo. Nostrum voluptatibus consequatur quibusdam qui.","II semestre",3,13,www.at.uni.it
876,48,"nostrum fugiat optio","Fugit similique tenetur esse hic nam fugit. Consectetur rerum cupiditate adipisci animi doloremque minus omnis nam. Vitae id impedit sed iusto autem numquam.","II semestre",3,12,www.et.uni.it
877,48,"magnam vel sed","Quod reiciendis omnis non ab. Accusamus rem earum sit dolore id quam magni.","II semestre",3,14,www.est.uni.it
883,49,"voluptatem fuga incidunt","Temporibus quo consectetur ratione provident dolor aut deserunt. Consequatur dignissimos autem adipisci necessitatibus voluptas dolor dolorum quaerat. Necessitatibus maiores et totam exercitationem.","II semestre",1,13,www.placeat.uni.it
889,49,"explicabo quaerat ducimus","Consequuntur quisquam perferendis dolor ipsa voluptas. Consequatur reprehenderit nobis eligendi numquam aperiam et tempore repellat.","II semestre",2,11,NULL
891,49,"est in quasi","Ea in accusamus dolor exercitationem cumque aut distinctio. Et quod unde necessitatibus rem possimus dolorum. Corrupti placeat velit aut sit sint sed eum officiis.","II semestre",2,13,NULL
893,50,"dolorem blanditiis nemo","Sequi nisi ut atque facilis. Et aliquam earum dolores ipsum similique. Quas aliquam adipisci vitae provident quis. Veritatis ratione sed in minima libero.","I semestre",1,14,NULL
900,50,"temporibus tempore ipsam","Voluptatem dolorum aliquid et ut molestiae est sint. Incidunt vero maiores quia rerum sed ad. Ipsam unde corrupti saepe ea sed.","I semestre",2,13,NULL
901,50,"est illum inventore","Autem animi culpa libero earum. Quisquam eos ducimus maxime qui quo ea. Quis tenetur deleniti nihil corporis id saepe est.","I semestre",2,12,www.vero.uni.it
905,50,"delectus omnis dolores","Magni voluptatem unde veritatis vero odio non. Modi harum velit alias impedit et. Eaque nostrum non numquam consequatur dolorem nobis. Sed est temporibus maxime laborum eum fugiat dolore.","II semestre",2,12,NULL
910,51,"est cum explicabo","Numquam magni et harum blanditiis repellat. Aliquam quis ex error molestiae eveniet ipsam. Velit tempore quo amet nulla sint est. Ut odio eos enim temporibus ut enim doloremque dolores.","I semestre",1,15,NULL
911,51,"iusto quibusdam et","Aut optio molestias natus voluptatem nesciunt ex. Rerum hic ex dicta nostrum nobis voluptatem est nihil. Tenetur enim et id.","I semestre",1,11,www.et.uni.it
912,51,"est id hic","Necessitatibus et accusantium rerum itaque voluptatem sit. Rerum voluptatem fugiat voluptates cupiditate quisquam. Quas excepturi optio alias quis dolores.","I semestre",1,14,NULL
915,51,"in perferendis non","Aperiam quia dolorem et velit. Ex ipsa consequatur optio repellendus quia totam. Molestiae ullam quisquam aut pariatur ut dolorem.","II semestre",1,12,NULL
921,51,"iste in animi","Vel exercitationem dolor numquam aliquid. Alias harum et nam rerum velit maxime perferendis. Et perspiciatis qui est explicabo. Qui illum aut ut illo.","I semestre",2,13,NULL
927,52,"ullam voluptatem facere","Itaque nam optio placeat. Et voluptatibus aliquam quae. Tempora voluptas doloremque et et.","I semestre",1,14,www.laborum.uni.it
930,52,"quasi occaecati nulla","Quae cumque error libero itaque ipsa sit corrupti. Iste consequatur repellendus fugiat ipsa ex. Voluptatem numquam reiciendis quia qui incidunt consequatur. Assumenda quaerat veniam illum eos et.","I semestre",1,15,NULL
933,52,"ipsa sint omnis","Et mollitia accusamus possimus autem sunt ea. Nisi aut voluptas et amet. At magnam temporibus impedit harum est. Quam sequi tempora minus repellat distinctio.","II semestre",1,12,www.accusamus.uni.it
936,52,"quaerat et soluta","Suscipit iusto dolor aut est rerum. Saepe exercitationem nemo porro nihil possimus.","I semestre",2,13,www.eos.uni.it
940,52,"qui laboriosam molestiae","Placeat soluta voluptas eaque sed consectetur dolor. Aliquid omnis necessitatibus necessitatibus excepturi quia eum qui. Voluptatum autem maxime molestiae.","II semestre",2,14,NULL
941,53,"sint quam unde","Velit nihil minima eum molestiae blanditiis iste necessitatibus. Vero at atque et vel sapiente iure. Fugit est aliquam voluptas iusto.","I semestre",1,12,NULL
942,53,"nobis delectus veritatis","Ratione dolorum qui laudantium ut quos et eius. Eos quo porro quaerat aut. Et ad optio suscipit et quia pariatur.","I semestre",1,14,NULL
945,53,"quidem minus minus","Id et tempore iure quia aspernatur ut quaerat. Distinctio nam et quo voluptatum reiciendis velit rerum veniam. Sequi magnam est quasi ratione.","II semestre",1,14,www.quia.uni.it
946,53,"harum illo consequatur","Praesentium debitis quia qui veniam. Ea maxime voluptas nihil. Nisi voluptas eveniet et aliquid. Cum ullam recusandae animi ut.","II semestre",1,11,NULL
949,53,"minus maiores porro","Veritatis temporibus molestiae repellat eos eligendi eos. Et omnis et est amet suscipit. Natus non vel qui aut voluptatibus omnis. Quam odit sint aut.","I semestre",2,11,NULL
953,53,"qui nemo in","Sint laboriosam quia nemo eos in molestias impedit. Hic et maxime qui rerum deserunt dignissimos.","II semestre",2,11,NULL
957,53,"blanditiis numquam quos","Labore et ut tempore enim dolorem. Totam earum commodi delectus quidem ratione. Laudantium ipsa voluptatem quam iusto ut. A vel veritatis consequuntur excepturi quaerat quia eveniet asperiores.","I semestre",3,11,NULL
960,53,"nemo fugiat rerum","Impedit vel pariatur consequatur sequi. Dicta atque aspernatur hic expedita.","II semestre",3,12,www.est.uni.it
962,53,"omnis culpa voluptatem","Voluptatem repellendus ex ducimus. Est fuga minus hic labore. Nam accusantium et debitis ea et vitae.","II semestre",3,11,www.libero.uni.it
963,54,"est omnis possimus","Debitis delectus quia placeat iusto aut est vitae ut. Possimus nemo saepe rerum est vero numquam. Sed officia debitis cum et dolor quia quia.","I semestre",1,13,NULL
964,54,"consequatur est numquam","Vitae blanditiis corporis qui animi rerum omnis non. Sunt earum numquam rerum id voluptas odio facere. Est nobis autem aperiam quisquam architecto.","I semestre",1,13,NULL
967,54,"atque non numquam","Dolorem totam fuga porro consequatur voluptates. Labore nisi in eos minima pariatur. Excepturi vero qui ut velit pariatur dolorem. Magnam qui et assumenda voluptate officia.","II semestre",1,13,NULL
974,54,"fuga pariatur excepturi","Incidunt corrupti maiores soluta soluta. Qui quidem totam nostrum. Perspiciatis sed velit debitis et a. Autem eum qui aperiam dolore eos sequi error.","II semestre",2,12,NULL
976,54,"voluptatem architecto alias","Expedita vitae provident aspernatur vel. Aperiam in et possimus iure. Est fugiat possimus nulla iste suscipit ab voluptatem ullam. Facilis aut qui omnis dicta sapiente.","II semestre",2,15,www.iusto.uni.it
978,55,"nihil omnis et","Ut et voluptate saepe temporibus. Nesciunt dolores pariatur veritatis aut molestiae et. Illum labore dignissimos sunt praesentium sed sit. Qui est consequuntur optio.","I semestre",1,12,www.non.uni.it
979,55,"voluptatem perferendis repellendus","Quod et et vero sed reiciendis aut. Voluptas incidunt est cupiditate cupiditate. Eius est dolorum quia ut. Totam exercitationem libero ipsam commodi nemo dolores ex.","I semestre",1,13,NULL
982,55,"eveniet rerum minima","Est at nulla quis eveniet esse. Omnis dignissimos qui debitis hic veritatis aut. Mollitia tempore eum ipsam animi est aliquid.","I semestre",1,12,NULL
984,55,"earum numquam deserunt","Amet qui corrupti maxime iure occaecati ullam. Quae adipisci quis minus quia et architecto autem. Qui ut quia sit.","II semestre",1,15,www.voluptatem.uni.it
986,55,"labore dolorem ipsa","Rem ad reiciendis atque dolores. Aspernatur veritatis voluptas autem sit sunt qui rem. Accusantium hic iusto suscipit omnis maiores sunt a error.","II semestre",1,14,www.ullam.uni.it
991,55,"est explicabo iste","Ratione qui dicta aut facere praesentium. Doloribus qui odit est. Et officiis optio placeat atque unde explicabo. Minus et quas ut et.","II semestre",2,12,www.ratione.uni.it
993,56,"commodi laboriosam cumque","Sed at iusto rerum incidunt. Et modi molestias autem consequatur et eos perspiciatis inventore. Et assumenda et repellendus repellendus illum. Quia officiis qui ut sequi.","I semestre",1,12,NULL
995,56,"amet quod repudiandae","Nihil omnis distinctio voluptas sequi quo fugiat aut. Magni nihil maxime tempora. Et omnis quia et.","I semestre",1,15,NULL
996,56,"voluptas dolores quos","Nihil consequatur perferendis iure reiciendis consequatur. A omnis fuga officia sequi error molestias. Aperiam commodi aspernatur quis veritatis. Et dolorem aut dolorem nulla.","I semestre",1,14,NULL
1005,56,"et doloribus qui","Dolores at beatae eaque in. Voluptas error asperiores autem modi. Laborum aliquid rerum dolorem est nobis ullam. Quo voluptas unde ut ad eaque. Qui veritatis est id blanditiis optio ut.","II semestre",2,12,NULL
1007,57,"rerum deserunt eaque","Cum perspiciatis velit autem voluptates beatae. Voluptate ipsam pariatur excepturi. Et in cum nemo itaque ipsam deserunt voluptatem.","I semestre",1,11,NULL
1009,57,"cupiditate ullam earum","Assumenda exercitationem similique dolorum adipisci incidunt placeat distinctio tempore. Adipisci suscipit omnis est ut veniam non odio et. Corrupti autem non impedit vitae fugiat quo.","I semestre",1,14,www.qui.uni.it
1013,57,"assumenda impedit nihil","Omnis fugiat nam ipsam ullam iste aut repudiandae. Sunt reiciendis eveniet hic porro. Voluptatem eum totam deleniti ab consequatur quis. Voluptatem ut ad maiores nemo ea.","I semestre",2,12,www.totam.uni.it
1015,57,"nam ratione officiis","Nesciunt quaerat laborum inventore quaerat sit. Impedit sed eveniet et quia recusandae officia. Tempora et sed vel repellat.","I semestre",2,11,NULL
1017,57,"dolor repellat dignissimos","Aut est id qui pariatur error. Nobis sint eum ut et. Dignissimos placeat totam sed. Cupiditate doloribus qui ipsam possimus porro. Laborum aspernatur sed sit exercitationem laboriosam.","II semestre",2,12,www.dolores.uni.it
1018,57,"distinctio ullam aspernatur","Maiores cum quis sint delectus sed. Saepe tempora excepturi recusandae. Debitis nemo corrupti eum magni at consequatur.","II semestre",2,12,NULL
1020,57,"quasi fugit est","Necessitatibus id culpa possimus quia iusto reiciendis. Qui dolor omnis neque. Velit unde quia qui quia quos omnis. Cumque eos accusamus blanditiis asperiores.","II semestre",2,12,NULL
1021,58,"nobis aut voluptas","Omnis et omnis est velit laborum deserunt dolor. Sunt commodi iste aut est quod in illum. Mollitia sunt nostrum ut tempore dolore nihil voluptas.","I semestre",1,12,NULL
1024,58,"quis aperiam ab","Rerum mollitia qui a iure velit. Quae cupiditate ratione similique voluptatem quasi sapiente. Voluptate eos nesciunt nesciunt ullam.","II semestre",1,14,www.cum.uni.it
1030,58,"quia consectetur consequatur","Porro tenetur hic explicabo voluptate veritatis sequi. Facere laudantium sunt voluptas quaerat. Et rerum odio debitis veritatis dolorum totam esse.","II semestre",2,13,www.dolore.uni.it
1032,58,"porro aliquid est","Est est ut ut ratione dolor quis. Natus possimus sed suscipit consequatur.","I semestre",3,11,www.explicabo.uni.it
1035,58,"natus quia recusandae","Ut eligendi sequi voluptates cupiditate hic ea sunt. Accusamus id illo hic inventore. Eum eos veritatis nesciunt. Voluptas in et similique. Nulla ipsum sit reprehenderit. Natus qui dolor a.","I semestre",3,12,www.et.uni.it
1037,58,"veniam unde laborum","Praesentium dignissimos laborum pariatur assumenda vitae esse voluptates nostrum. Sequi consequatur velit deleniti commodi rerum tenetur repellat. Magnam ut quas asperiores aperiam.","II semestre",3,13,NULL
1041,59,"at dolorem temporibus","Ea excepturi placeat dignissimos quia non ut. Quo qui ut rem accusantium praesentium. Cumque at eligendi minima voluptatem. Autem est aut assumenda nihil rerum. Accusamus sunt tempora aut blanditiis.","I semestre",1,11,NULL
1042,59,"doloribus iusto quia","At quisquam sapiente et voluptatem rerum autem. Ipsam est id voluptatibus delectus suscipit. Impedit blanditiis mollitia fuga unde odio nobis.","I semestre",1,13,NULL
1045,59,"est et in","Qui sequi numquam nam voluptatem. Eligendi repellat at quia asperiores. Vitae rerum aut voluptates qui totam occaecati sed.","II semestre",1,15,NULL
1052,59,"ut sint qui","Voluptatem occaecati unde id officiis. Aliquam vel est asperiores porro atque eum omnis. Odit quia eaque fuga et temporibus.","I semestre",3,12,NULL
1054,59,"alias iure possimus","Earum ut molestias eos ab. Ea nam iure repellat voluptas nihil praesentium. Sed possimus ut exercitationem nisi ducimus rem.","II semestre",3,15,www.et.uni.it
1056,60,"numquam aspernatur nesciunt","Autem facilis non facilis et tempore esse doloremque. Earum rerum nihil necessitatibus et error. Eos ut esse officia occaecati.","I semestre",1,14,NULL
1057,60,"nihil ipsa et","Id molestiae maxime consectetur sit nam voluptatum laudantium. Id modi impedit quidem asperiores quisquam. Sit odio in autem et doloribus. Vel quis iste ad hic est minima et.","I semestre",1,13,NULL
1060,60,"labore rerum deleniti","Et sed pariatur veritatis dolorem et. Ab esse quia ipsum. Aperiam delectus accusantium fugit ut. Officia a qui corrupti facere.","II semestre",1,11,NULL
1062,60,"rem ut ea","Vero nulla deserunt pariatur quae ut. Deserunt et illum quis est et cupiditate et. Ipsa nesciunt fuga in aperiam.","II semestre",1,15,www.sit.uni.it
1063,60,"vel et dolores","Rerum perspiciatis velit voluptatem et ut nobis. Est veritatis sequi voluptatem quidem dignissimos rerum. Ea culpa dolor ut omnis voluptatibus iure unde.","I semestre",2,13,www.velit.uni.it
1065,60,"illum ad quos","Temporibus voluptas facere et ea expedita placeat est. Ipsum ex quis hic autem fugiat consectetur. Numquam illo id facilis rem ut ea vitae delectus.","I semestre",2,14,www.amet.uni.it
1068,60,"quisquam error aut","Voluptate sit placeat sint enim. Ab qui perferendis occaecati magni et. Neque rerum itaque eligendi quae animi qui. Et laboriosam sint quis omnis.","II semestre",2,13,NULL
1071,60,"fugit quis rerum","Eum excepturi nobis cupiditate impedit enim laborum consequatur. Vel et iusto amet totam hic nemo. Minima id qui et sit libero. Occaecati nisi voluptatem eveniet sint error alias perspiciatis at.","I semestre",3,11,NULL
1072,60,"eius provident sapiente","Eos itaque voluptas sunt consequuntur et. Quidem in autem unde aut. Velit nesciunt laboriosam debitis nesciunt facilis assumenda. Et ea dolore eum. Qui sit fugiat recusandae eius quia.","I semestre",3,12,NULL
1073,60,"quaerat in ut","Repellendus suscipit voluptatem dolor. Itaque non labore repellendus culpa. Pariatur ducimus aut doloribus ut dolores quia est.","I semestre",3,11,www.est.uni.it
1074,60,"ut quo ducimus","Facilis in iure ut dolorem quaerat. Natus quia velit eum rerum voluptatibus omnis. Magnam nobis aut repudiandae quis dolore repellat nisi.","II semestre",3,11,NULL
1075,60,"et occaecati eius","Ut quibusdam expedita ex perferendis vero aut. Accusamus distinctio totam quos dolore voluptatem. Tempora modi sint aut pariatur.","II semestre",3,13,NULL
1077,60,"sit assumenda ut","Rerum beatae reiciendis consequatur iure ea neque facilis numquam. Numquam ea omnis explicabo odit. Quo quos praesentium saepe voluptate.","II semestre",3,15,www.est.uni.it
1079,61,"enim quae quos","Et aut voluptatem sit ad sed nam pariatur velit. Qui veritatis nesciunt blanditiis natus quia.","I semestre",1,13,NULL
1080,61,"distinctio rerum dolor","Et omnis vel rem quia. Nihil alias similique voluptas provident enim. Facilis ipsum numquam corporis rerum.","I semestre",1,14,www.temporibus.uni.it
1082,61,"et earum tenetur","Quod et debitis totam et consectetur. Dolorem dolore ut quam molestiae et.","II semestre",1,14,www.sit.uni.it
1085,61,"et enim occaecati","Adipisci dolore eaque officiis sunt modi sit. Et dolores facere dolores et inventore omnis tempore voluptatem.","II semestre",1,15,www.in.uni.it
1088,61,"iusto consequatur quae","Hic cum autem magnam maxime. Omnis dolores qui libero atque deserunt. Natus blanditiis aperiam molestiae occaecati quo.","I semestre",2,13,www.ut.uni.it
1089,61,"sequi temporibus aut","Architecto amet quos non odio quidem. Quo saepe aut et. Amet minus quia possimus neque sit cumque hic. Quo sunt fuga totam maiores doloribus autem laudantium.","II semestre",2,15,www.similique.uni.it
1090,61,"ea eos dolor","Sed dolores soluta dolore. Ad repudiandae tempore dolor doloremque voluptatum delectus deleniti. Autem magni porro atque id commodi earum.","II semestre",2,13,NULL
1098,62,"voluptatem repudiandae rerum","Ut fugiat nemo corporis omnis sequi expedita aliquid. Eum tempore eos quia rerum et debitis. Quia et mollitia facilis corrupti. Sed fugit et nobis impedit.","I semestre",2,15,NULL
1101,62,"eos est dolor","Sint excepturi id voluptates laboriosam rerum. Nesciunt minima consequatur ipsam architecto corrupti nobis et in. Aut unde earum laboriosam. Eligendi sunt omnis dolores illo optio.","II semestre",2,11,www.officia.uni.it
1102,62,"architecto atque dolorem","Beatae laboriosam sunt ab totam blanditiis non iure. Totam nam doloremque eum. Omnis enim non possimus ut mollitia.","II semestre",2,12,www.dolores.uni.it
1110,63,"enim voluptate perferendis","Vero vel aut consequatur deleniti cum ea. Facilis est ut dolores rem modi cupiditate itaque ea. Illum necessitatibus minima eius magnam cum aut.","I semestre",2,15,NULL
1114,63,"voluptas hic laboriosam","Fugiat iusto harum nihil ut est. Et quia voluptatem at. Adipisci nobis eius molestiae quaerat.","II semestre",2,11,www.sit.uni.it
1116,64,"soluta alias fugiat","Autem sequi error rerum dolorem voluptates nemo laborum. Dolorem asperiores repellendus voluptates corporis ut harum. Consequatur et sunt eos. Omnis explicabo vitae laudantium sit est.","I semestre",1,14,www.officiis.uni.it
1119,64,"aut debitis nesciunt","Porro a quo deserunt qui. Ipsum delectus qui harum et perferendis qui. Harum nostrum delectus ipsam rerum.","II semestre",1,14,NULL
1122,64,"ex perspiciatis blanditiis","Omnis aut aspernatur nulla sint. Cupiditate quae et ex est quis rem sunt voluptas. Voluptatem nobis perferendis pariatur voluptatem incidunt.","I semestre",2,12,NULL
1125,64,"porro illo ea","Odio cupiditate doloremque quidem harum placeat voluptatem placeat. Quam quis quos blanditiis maiores. Architecto suscipit veritatis impedit et nobis nesciunt quo.","I semestre",2,13,www.incidunt.uni.it
1131,65,"facere explicabo quam","Ipsum nihil debitis numquam repellat fuga modi odio. Enim rerum praesentium et est cumque. Nam modi facere aliquam autem maxime ab.","I semestre",1,15,www.culpa.uni.it
1134,65,"ullam ducimus architecto","Corrupti vitae sequi aperiam quas. Distinctio est quisquam pariatur doloremque. Quidem corporis et non laborum et qui. At nobis dolorem totam tempora velit.","I semestre",2,15,NULL
1135,65,"sunt culpa id","Ea aut optio nesciunt odio. Rerum impedit veritatis blanditiis et possimus ex est.","I semestre",2,11,www.et.uni.it
1136,65,"vel ipsa eos","Cum aut veritatis sint qui accusantium quia dicta velit. Dolor amet ut aut quos tempore molestiae laborum. Sit dolores consequuntur facilis non qui laudantium fugiat libero.","I semestre",2,14,www.eos.uni.it
